Summary,Issue Type,Epic Name,Priority,XF Team,Labels,Customer,Fix versions,Description Source
"Hardware | Device certification and compatibility","Epic","Hardware | Device certification and compatibility","Medium","Platform Team","hardware;device-certification;device-compatibility","","Future","tickets/1-hardware-device-certification-and-compatibility.md"
